## Z	A	Mass
60	135	134.91818132
61	135	134.924796
62	135	134.93252
63	135	134.94187
64	135	134.952345
65	135	134.96476
49	136	135.956511
50	136	135.93999
51	136	135.930749011
52	136	135.920101182
53	136	135.914604695
54	136	135.907214476
55	136	135.90731159
56	136	135.904575959
57	136	135.907634962
58	136	135.907129438
59	136	135.912677532
60	136	135.914976064
61	136	135.923595949
62	136	135.928275555
63	136	135.93962
64	136	135.9473
65	136	135.961213
49	137	136.962383
50	137	136.94655
51	137	136.935522522
52	137	136.925599357
53	137	136.91802818
54	137	136.911557773
55	137	136.907089464
56	137	136.905827375
57	137	136.906450618
58	137	136.907762596
59	137	136.910679304
60	137	136.914562448
61	137	136.920479522
62	137	136.926970517
63	137	136.935430722
64	137	136.94502
65	137	136.95602
50	138	137.95184
51	138	137.941792
52	138	137.929472454
53	138	137.922726394
54	138	137.914146271
55	138	137.911017207
56	138	137.905247229
57	138	137.907117834
58	138	137.905988743
59	138	137.910752059
60	138	137.911949717
61	138	137.919548077
62	138	137.92324399
63	138	137.933709
64	138	137.940096
65	138	137.95312
66	138	137.9625
50	139	138.958733
51	139	138.94655
52	139	138.935367193
53	139	138.926493403
54	139	138.918792203
55	139	138.913363992
56	139	138.908841334
57	139	138.906358804
58	139	138.906657625
59	139	138.90894327
60	139	138.911954407
61	139	138.916799806
62	139	138.922296634
63	139	138.92979231
64	139	138.93813
65	139	138.94833
66	139	138.95959
51	140	139.95283
52	140	139.939262917
53	140	139.931715917
54	140	139.921645817
55	140	139.917283305
56	140	139.910606666
57	140	139.909483184
58	140	139.905446424
59	140	139.909083592
60	140	139.909544332
61	140	139.916034122
62	140	139.918994717
63	140	139.928087637
64	140	139.933674
65	140	139.945805049
66	140	139.95402
67	140	139.968589
51	141	140.958014
52	141	140.9458
53	141	140.935666084
54	141	140.926787184
55	141	140.920045086
56	141	140.9144035
57	141	140.910969222
58	141	140.908283987
59	141	140.907658403
60	141	140.909615488
61	141	140.913555084
62	141	140.918481591
63	141	140.924931745
64	141	140.932126
65	141	140.941448
66	141	140.95128
67	141	140.963108
52	142	141.95022
53	142	141.941202
54	142	141.929973098
55	142	141.924299512
56	142	141.916432888
57	142	141.914090454
58	142	141.909249884
59	142	141.91005044
60	142	141.907728895
61	142	141.912890428
62	142	141.915204532
63	142	141.923441836
64	142	141.928116
65	142	141.939280859
66	142	141.946194
67	142	141.96001
68	142	141.969909
52	143	142.95676
53	143	142.945646
54	143	142.935369553
55	143	142.927347348
56	143	142.92062515
57	143	142.916079422
58	143	142.91239163
59	143	142.910822564
60	143	142.909819887
61	143	142.910938073
62	143	142.914634821
63	143	142.920298681
64	143	142.926750682
65	143	142.935137335
66	143	142.943994335
67	143	142.95486
68	143	142.966441
53	144	143.95139
54	144	143.938945079
55	144	143.932075404
56	144	143.922954821
57	144	143.919645589
58	144	143.91365283
59	144	143.91331075
60	144	143.910092865
61	144	143.912596224
62	144	143.912006373
63	144	143.918819517
64	144	143.922963
65	144	143.933045
66	144	143.939269514
67	144	143.952109714
68	144	143.9607
69	144	143.976104
53	145	144.95605
54	145	144.944719634
55	145	144.93552893
56	145	144.9275184
57	145	144.921808066
58	145	144.917265144
59	145	144.914518033
60	145	144.912579199
61	145	144.912755773
62	145	144.913417244
63	145	144.916272668
64	145	144.92171037
65	145	144.928729105
66	145	144.937473994
67	145	144.947267394
68	145	144.957874
69	145	144.970389
54	146	145.948518248
55	146	145.94062187
56	146	145.930276431
57	146	145.925871468
58	146	145.918802065
59	146	145.917679549
60	146	145.913122503
61	146	145.914702286
62	146	145.913046881
63	146	145.917210909
64	146	145.918318548
65	146	145.927252768
66	146	145.932844529
67	146	145.944993506
68	146	145.952418359
69	146	145.966661
54	147	146.954525
55	147	146.944261515
56	147	146.9353039
57	147	146.9284178
58	147	146.922689903
59	147	146.919007458
60	147	146.91610601
61	147	146.915144638
62	147	146.914904064
63	147	146.916752276
64	147	146.919100987
65	147	146.92405462
66	147	146.931082715
67	147	146.940142295
68	147	146.949964458
69	147	146.96137989
54	148	147.958561
55	148	147.949639029
56	148	147.938170578
57	148	147.9326794
58	148	147.924424196
59	148	147.922130015
60	148	147.916899093
61	148	147.917481255
62	148	147.914829012
63	148	147.918089294
64	148	147.918121503
65	148	147.924275323
66	148	147.927149772
67	148	147.937743928
68	148	147.944735029
69	148	147.958384029
70	148	147.967439
55	149	148.953569
56	149	148.942973
57	149	148.93535126
58	149	148.9284269
59	149	148.9237361
60	149	148.920154648
61	149	148.918341658
62	149	148.917191375
63	149	148.917937086
64	149	148.919347831
65	149	148.923253753
66	149	148.927325448
67	149	148.933819672
68	149	148.942306
69	149	148.95289
70	149	148.96436
55	150	149.959023
56	150	149.94643
57	150	149.939742
58	150	149.930384035
59	150	149.926676415
60	150	149.920901525
61	150	149.920990217
62	150	149.917282195
63	150	149.919707229
64	150	149.918664066
65	150	149.923664864
66	150	149.92559308
67	150	149.933498358
68	150	149.937915528
69	150	149.95009
70	150	149.95852
71	150	149.973548
55	151	150.963253
56	151	150.951755
57	151	150.942769
58	151	150.9342722
59	151	150.928309114
60	151	150.923839565
61	151	150.921216817
62	151	150.919939066
63	151	150.91985686
64	151	150.920355109
65	151	150.923109001
66	151	150.926191253
67	151	150.931698177
68	151	150.937448567
69	151	150.945493201
70	151	150.955402458
71	151	150.967677
55	152	151.968942
56	152	151.955222
57	152	151.947085
58	152	151.936682
59	152	151.9315529
60	152	151.924691509
61	152	151.923505481
62	152	151.91973904
63	152	151.921751235
64	152	151.919798822
65	152	151.924082263
66	152	151.924725363
67	152	151.931717465
68	152	151.935050169
69	152	151.944476
70	152	151.9503267
71	152	151.96412
56	153	152.960848
57	153	152.950553
58	153	152.941052
59	153	152.933903532
60	153	152.927717949
61	153	152.924156436
62	153	152.922103969
63	153	152.921237043
64	153	152.921757359
65	153	152.923441978
66	153	152.925771992
67	153	152.930206632
68	153	152.935084279
69	153	152.942057244
70	153	152.94932
71	153	152.958805054
72	153	152.970692
56	154	153.964766
57	154	153.955416
58	154	153.94394
59	154	153.937621738
60	154	153.929333977
61	154	153.926449364
62	154	153.922216164
63	154	153.922985955
64	154	153.920873398
65	154	153.924684106
66	154	153.924429028
67	154	153.930606841
68	154	153.932790743
69	154	153.941570067
70	154	153.946395701
71	154	153.957364
72	154	153.964927
57	155	154.95928
58	155	154.948706
59	155	154.940509259
60	155	154.933135668
61	155	154.928137024
62	155	154.924647051
63	155	154.922900102
64	155	154.922629796
65	155	154.923509921
66	155	154.925758459
67	155	154.929103634
68	155	154.933215684
69	155	154.939209578
70	155	154.945783217
71	155	154.954326011
72	155	154.963317
73	155	154.974312
57	156	155.964519
58	156	155.951884
59	156	155.94464
60	156	155.935078868
61	156	155.93111749
62	156	155.925538511
63	156	155.924763285
64	156	155.922130562
65	156	155.92475443
66	156	155.924284038
67	156	155.929705436
68	156	155.93106589
69	156	155.938985597
70	156	155.942816893
71	156	155.953086606
72	156	155.959401889
73	156	155.972237
58	157	156.957133
59	157	156.94789
60	157	156.939386037
61	157	156.93312137
62	157	156.928418673
63	157	156.925432791
64	157	156.92396787
65	157	156.924032328
66	157	156.925469667
67	157	156.928251999
68	157	156.931922655
69	157	156.936973
70	157	156.94264923
71	157	156.950144045
72	157	156.958236
73	157	156.968230251
74	157	156.979098
58	158	157.960644
59	158	157.95241
60	158	157.94197
61	158	157.936565121
62	158	157.929950979
63	158	157.927798581
64	158	157.924111646
65	158	157.925420166
66	158	157.924414597
67	158	157.928944692
68	158	157.929893474
69	158	157.936979525
70	158	157.939870534
71	158	157.949315626
72	158	157.954801222
73	158	157.966541
74	158	157.974629
59	159	158.95589
60	159	158.94653
61	159	158.939286479
62	159	158.933217202
63	159	158.929099612
64	159	158.926396267
65	159	158.925353933
66	159	158.925746023
67	159	158.927718768
68	159	158.930690875
69	159	158.934975
70	159	158.940054787
71	159	158.946635615
72	159	158.953995838
73	159	158.963028052
74	159	158.972845
75	159	158.984171
59	160	159.960794
60	160	159.9494
61	160	159.9431
62	160	159.935335286
63	160	159.931850916
64	160	159.927061537
65	160	159.927174778
66	160	159.925203244
67	160	159.928735204
68	160	159.92907713
69	160	159.935263106
70	160	159.937559763
71	160	159.946033
72	160	159.950682513
73	160	159.961541679
74	160	159.968516753
75	160	159.98203
60	161	160.95428
61	161	160.94607
62	161	160.939160143
63	161	160.933664066
64	161	160.929676602
65	161	160.927577001
